hhid,account_num,account_type,weight,district,urban,gender,age,hh_members,highest_grade_completed,mm_account_cancelled,prefer_cash,mm_trust,mm_account_telco,mm_account_telco_main,v234,agent_trust,v236,v237,v238,v240,v241,v242,v243,v244,v245,v246
1336,2,SACCO Account,179.30268,District_A,Rural,male,45,6,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes
1336,3,VSLA Account,179.30268,District_A,Rural,male,45,6,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes
1337,1,Mobile Money,211.93007,District_C,Urban,male,30,2,university,no,yes,no,Company_A Company_C,Company_A,no,yes,,yes,no,yes,yes,no,yes,yes,yes,yes
1337,2,Bank Account,211.93007,District_C,Urban,male,30,2,university,no,yes,no,Company_A Company_C,Company_A,no,yes,,yes,no,yes,yes,no,yes,yes,yes,yes
1337,3,SACCO Account,211.93007,District_C,Urban,male,30,2,university,no,yes,no,Company_A Company_C,Company_A,no,yes,,yes,no,yes,yes,no,yes,yes,yes,yes
1337,4,VSLA Account,211.93007,District_C,Urban,male,30,2,university,no,yes,no,Company_A Company_C,Company_A,no,yes,,yes,no,yes,yes,no,yes,yes,yes,yes
1338,1,SACCO Account,1869.415,District_C,Rural,male,38,5,,no,yes,no,,,,,,,,,,,,,,
1339,1,Mobile Money,405.64741,District_C,Rural,female,39,5,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,yes,no,no,no,yes,,yes,no
1339,2,SACCO Account,405.64741,District_C,Rural,female,39,5,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,yes,no,no,no,yes,,yes,no
1339,3,VSLA Account,405.64741,District_C,Rural,female,39,5,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,yes,no,no,no,yes,,yes,no
1340,1,Mobile Money,406.1418,District_B,Rural,male,39,10,other,no,yes,no,Company_A,,no,no,,yes,yes,yes,yes,no,yes,,no,no
1340,2,SACCO Account,406.1418,District_B,Rural,male,39,10,other,no,yes,no,Company_A,,no,no,,yes,yes,yes,yes,no,yes,,no,no
1340,3,VSLA Account,406.1418,District_B,Rural,male,39,10,other,no,yes,no,Company_A,,no,no,,yes,yes,yes,yes,no,yes,,no,no
1341,1,Mobile Money,125.17037,District_A,Urban,female,34,6,,no,yes,no,Company_A,,no,,,no,no,yes,no,no,yes,,no,no
1342,1,Mobile Money,79.144444,District_B,Rural,male,35,6,primary 6,no,yes,no,Company_A,,no,yes,,yes,no,yes,yes,no,no,,no,no
1342,2,SACCO Account,79.144444,District_B,Rural,male,35,6,primary 6,no,yes,no,Company_A,,no,yes,,yes,no,yes,yes,no,no,,no,no
1342,3,VSLA Account,79.144444,District_B,Rural,male,35,6,primary 6,no,yes,no,Company_A,,no,yes,,yes,no,yes,yes,no,no,,no,no
1343,1,Mobile Money,179.47305,District_C,Rural,male,37,5,primary 6,no,yes,no,Company_A,,yes,no,,yes,yes,no,no,yes,yes,,no,no
1343,2,SACCO Account,179.47305,District_C,Rural,male,37,5,primary 6,no,yes,no,Company_A,,yes,no,,yes,yes,no,no,yes,yes,,no,no
1343,3,VSLA Account,179.47305,District_C,Rural,male,37,5,primary 6,no,yes,no,Company_A,,yes,no,,yes,yes,no,no,yes,yes,,no,no
1344,1,VSLA Account,312.80485,District_C,Rural,female,29,4,primary 4,no,yes,yes,,,,,,,,,,,,,,
1345,1,VSLA Account,228.71913,District_C,Rural,male,21,4,secondary 3,no,yes,no,,,,,,,,,,,,,,
1346,1,SACCO Account,379.00624,District_C,Rural,female,27,4,primary 6,yes,yes,no,,,,,,,,,,,,,,
1346,2,VSLA Account,379.00624,District_C,Rural,female,27,4,primary 6,yes,yes,no,,,,,,,,,,,,,,
1347,1,Mobile Money,327.94211,District_B,Rural,male,33,4,,no,yes,no,Company_A,,yes,no,,yes,yes,no,no,no,no,,no,no
1347,2,SACCO Account,327.94211,District_B,Rural,male,33,4,,no,yes,no,Company_A,,yes,no,,yes,yes,no,no,no,no,,no,no
1347,3,VSLA Account,327.94211,District_B,Rural,male,33,4,,no,yes,no,Company_A,,yes,no,,yes,yes,no,no,no,no,,no,no
1348,1,Mobile Money,273.74667,District_B,Rural,male,48,5,primary 4,no,yes,no,Company_A Company_B,Company_A,no,yes,,no,yes,no,no,no,no,,no,yes
1348,2,Bank Account,273.74667,District_B,Rural,male,48,5,primary 4,no,yes,no,Company_A Company_B,Company_A,no,yes,,no,yes,no,no,no,no,,no,yes
1348,3,SACCO Account,273.74667,District_B,Rural,male,48,5,primary 4,no,yes,no,Company_A Company_B,Company_A,no,yes,,no,yes,no,no,no,no,,no,yes
1348,4,VSLA Account,273.74667,District_B,Rural,male,48,5,primary 4,no,yes,no,Company_A Company_B,Company_A,no,yes,,no,yes,no,no,no,no,,no,yes
1349,1,Mobile Money,505.74224,District_C,Rural,female,22,8,secondary 2,no,yes,no,Company_B,,yes,,,yes,yes,no,no,no,yes,,no,no
1350,1,Mobile Money,388.13226,District_B,Rural,female,20,4,primary 6,no,yes,no,Company_A Company_B,Company_B,no,,,no,no,no,no,no,no,,no,no
1350,2,SACCO Account,388.13226,District_B,Rural,female,20,4,primary 6,no,yes,no,Company_A Company_B,Company_B,no,,,no,no,no,no,no,no,,no,no
1351,1,VSLA Account,420.51412,District_B,Rural,female,31,4,,yes,yes,no,,,,,,no,yes,no,no,,yes,,no,no
1352,1,Mobile Money,455.25126,District_B,Rural,male,41,4,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no
1352,2,Bank Account,455.25126,District_B,Rural,male,41,4,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no
1352,3,SACCO Account,455.25126,District_B,Rural,male,41,4,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no
1352,4,VSLA Account,455.25126,District_B,Rural,male,41,4,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no
1353,1,Mobile Money,45.980952,District_A,Rural,male,19,1,primary 5,no,yes,no,Company_B,,yes,no,,no,yes,no,yes,no,no,,no,no
1354,1,VSLA Account,211.05185,District_B,Rural,female,19,5,secondary 3,yes,yes,yes,,,,yes,,no,yes,no,yes,no,no,,no,no
1355,1,Mobile Money,122.99513,District_C,Rural,female,26,3,secondary 3,no,yes,yes,Company_B,,yes,no,,no,no,no,yes,no,yes,yes,no,no
1355,2,VSLA Account,122.99513,District_C,Rural,female,26,3,secondary 3,no,yes,yes,Company_B,,yes,no,,no,no,no,yes,no,yes,yes,no,no
1356,1,Mobile Money,336.50332,District_C,Rural,male,34,5,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,no,yes,yes,,no,no
1356,2,SACCO Account,336.50332,District_C,Rural,male,34,5,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,no,yes,yes,,no,no
1357,1,Mobile Money,151.52198,District_C,Rural,female,36,7,primary 2,no,yes,no,Company_B,,no,,,no,yes,no,no,no,yes,,yes,no
1357,2,VSLA Account,151.52198,District_C,Rural,female,36,7,primary 2,no,yes,no,Company_B,,no,,,no,yes,no,no,no,yes,,yes,no
1358,1,SACCO Account,1099.2969,District_B,Rural,female,42,5,secondary 2,yes,yes,yes,,,,,,no,no,yes,no,no,no,no,no,yes
1358,2,VSLA Account,1099.2969,District_B,Rural,female,42,5,secondary 2,yes,yes,yes,,,,,,no,no,yes,no,no,no,no,no,yes
1359,1,Mobile Money,509.47879,District_A,Urban,female,26,4,secondary 2,no,no,yes,Company_A,,yes,no,no,yes,yes,yes,yes,no,yes,,no,yes
1360,1,SACCO Account,261.47217,District_C,Rural,female,44,2,primary 2,yes,yes,no,,,,,,no,no,no,no,,no,,no,no
1361,1,Mobile Money,1251.7037,District_A,Urban,female,46,11,secondary 4,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,no,yes,no,yes,,yes,no
1362,1,Mobile Money,611.13856,District_B,Rural,female,24,5,secondary 3,no,yes,no,Company_C,,no,no,,no,no,no,no,no,no,yes,no,no
1363,1,Mobile Money,164.56691,District_C,Rural,female,67,4,,no,no,no,Company_B,,no,no,,no,no,no,yes,no,no,,no,no
1363,2,VSLA Account,164.56691,District_C,Rural,female,67,4,,no,no,no,Company_B,,no,no,,no,no,no,yes,no,no,,no,no
1364,1,Mobile Money,882.02188,District_C,Rural,male,29,7,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,no,no,no,yes,yes,yes,no
1364,2,Bank Account,882.02188,District_C,Rural,male,29,7,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,no,no,no,yes,yes,yes,no
1364,3,SACCO Account,882.02188,District_C,Rural,male,29,7,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,no,no,no,yes,yes,yes,no
1364,4,VSLA Account,882.02188,District_C,Rural,male,29,7,primary 5,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,no,no,no,yes,yes,yes,no
1365,1,Mobile Money,273.74667,District_B,Rural,male,31,3,primary 3,no,no,no,Company_A,,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no
1365,2,SACCO Account,273.74667,District_B,Rural,male,31,3,primary 3,no,no,no,Company_A,,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no
1365,3,VSLA Account,273.74667,District_B,Rural,male,31,3,primary 3,no,no,no,Company_A,,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no
1366,1,None,390.09477,District_C,Rural,female,35,4,primary 4,no,yes,no,,,,,,,,,,,,,,
1367,1,VSLA Account,336.6543,District_C,Rural,female,49,7,primary 6,no,yes,,,,,,,,,,,,,,,
1368,1,None,532.03166,District_B,Rural,female,47,4,primary 1,yes,yes,no,,,,no,,no,yes,no,no,no,no,,no,no
1369,1,Mobile Money,67.642165,District_A,Urban,female,61,2,primary 6,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,yes,no,no
1369,2,SACCO Account,67.642165,District_A,Urban,female,61,2,primary 6,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,yes,no,no
1370,1,Mobile Money,196.93931,District_C,Rural,male,37,7,primary 6,no,yes,no,Company_B,,yes,no,no,no,yes,no,no,no,yes,,no,no
1370,2,Bank Account,196.93931,District_C,Rural,male,37,7,primary 6,no,yes,no,Company_B,,yes,no,no,no,yes,no,no,no,yes,,no,no
1370,3,SACCO Account,196.93931,District_C,Rural,male,37,7,primary 6,no,yes,no,Company_B,,yes,no,no,no,yes,no,no,no,yes,,no,no
1370,4,VSLA Account,196.93931,District_C,Rural,male,37,7,primary 6,no,yes,no,Company_B,,yes,no,no,no,yes,no,no,no,yes,,no,no
1371,1,Mobile Money,700.30561,District_B,Rural,male,22,4,secondary 2,no,yes,no,Company_A,,yes,yes,,yes,no,no,yes,no,yes,yes,no,no
1372,1,Mobile Money,1266.7501,District_B,Rural,male,29,3,primary 4,no,yes,,Company_A,,yes,,,yes,yes,no,no,no,yes,yes,yes,yes
1372,2,VSLA Account,1266.7501,District_B,Rural,male,29,3,primary 4,no,yes,,Company_A,,yes,,,yes,yes,no,no,no,yes,yes,yes,yes
1373,1,VSLA Account,163.97105,District_B,Rural,female,43,6,,yes,yes,no,,,,,,yes,no,no,,,no,,no,no
1374,1,Mobile Money,254.54815,District_A,Urban,male,36,6,university,no,yes,yes,Company_A Company_B,Company_A,,yes,no,yes,yes,yes,yes,no,yes,,no,yes
1374,2,Bank Account,254.54815,District_A,Urban,male,36,6,university,no,yes,yes,Company_A Company_B,Company_A,,yes,no,yes,yes,yes,yes,no,yes,,no,yes
1374,3,VSLA Account,254.54815,District_A,Urban,male,36,6,university,no,yes,yes,Company_A Company_B,Company_A,,yes,no,yes,yes,yes,yes,no,yes,,no,yes
1375,1,Mobile Money,191.77369,District_C,Rural,female,25,3,primary 5,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,yes,yes,no
1376,1,Mobile Money,111.34603,District_A,Rural,male,25,3,primary 6,no,yes,no,Company_A Company_B,Company_B,no,no,,yes,yes,yes,no,no,yes,yes,yes,no
1376,2,Bank Account,111.34603,District_A,Rural,male,25,3,primary 6,no,yes,no,Company_A Company_B,Company_B,no,no,,yes,yes,yes,no,no,yes,yes,yes,no
1376,3,VSLA Account,111.34603,District_A,Rural,male,25,3,primary 6,no,yes,no,Company_A Company_B,Company_B,no,no,,yes,yes,yes,no,no,yes,yes,yes,no
1377,1,Mobile Money,221.53471,District_C,Rural,male,59,6,primary 3,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,yes,no,no,no,no,,no,no
1377,2,SACCO Account,221.53471,District_C,Rural,male,59,6,primary 3,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,yes,no,no,no,no,,no,no
1377,3,VSLA Account,221.53471,District_C,Rural,male,59,6,primary 3,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,yes,no,no,no,no,,no,no
1378,1,Mobile Money,1965.6235,District_A,Urban,female,20,18,secondary 6,no,yes,no,Company_A,,yes,no,no,no,yes,no,yes,no,yes,,yes,no
1378,2,Bank Account,1965.6235,District_A,Urban,female,20,18,secondary 6,no,yes,no,Company_A,,yes,no,no,no,yes,no,yes,no,yes,,yes,no
1379,1,Mobile Money,270.93333,District_C,Rural,male,42,4,primary 6,no,yes,no,Company_B,,yes,,,no,yes,no,yes,no,yes,,no,no
1379,2,Bank Account,270.93333,District_C,Rural,male,42,4,primary 6,no,yes,no,Company_B,,yes,,,no,yes,no,yes,no,yes,,no,no
1379,3,SACCO Account,270.93333,District_C,Rural,male,42,4,primary 6,no,yes,no,Company_B,,yes,,,no,yes,no,yes,no,yes,,no,no
1379,4,VSLA Account,270.93333,District_C,Rural,male,42,4,primary 6,no,yes,no,Company_B,,yes,,,no,yes,no,yes,no,yes,,no,no
1380,1,SACCO Account,745.93327,District_C,Rural,female,38,6,primary 6,yes,yes,no,,,,no,,yes,yes,no,no,no,no,,no,no
1381,1,None,970.1697,District_B,Rural,female,34,3,,yes,yes,no,,,,,,,,,,,,,,
1382,1,Mobile Money,575.82147,District_A,Urban,male,38,5,primary 5,no,yes,no,Company_A,,yes,yes,,yes,no,no,yes,no,yes,yes,yes,no
1382,2,Bank Account,575.82147,District_A,Urban,male,38,5,primary 5,no,yes,no,Company_A,,yes,yes,,yes,no,no,yes,no,yes,yes,yes,no
1382,3,SACCO Account,575.82147,District_A,Urban,male,38,5,primary 5,no,yes,no,Company_A,,yes,yes,,yes,no,no,yes,no,yes,yes,yes,no
1382,4,VSLA Account,575.82147,District_A,Urban,male,38,5,primary 5,no,yes,no,Company_A,,yes,yes,,yes,no,no,yes,no,yes,yes,yes,no
1383,1,SACCO Account,245.81333,District_B,Rural,male,38,6,primary 4,yes,yes,no,,,,,,no,yes,yes,no,no,yes,,no,no
1383,2,VSLA Account,245.81333,District_B,Rural,male,38,6,primary 4,yes,yes,no,,,,,,no,yes,yes,no,no,yes,,no,no
1384,1,Mobile Money,558.18587,District_C,Rural,male,43,5,primary 6,no,yes,no,Company_B,,yes,,,no,yes,no,no,no,yes,,yes,no
1384,2,Bank Account,558.18587,District_C,Rural,male,43,5,primary 6,no,yes,no,Company_B,,yes,,,no,yes,no,no,no,yes,,yes,no
1385,1,Mobile Money,471.87557,District_C,Rural,female,61,4,primary 6,no,yes,no,Company_B,,yes,no,,no,yes,no,yes,no,yes,,no,no
1385,2,SACCO Account,471.87557,District_C,Rural,female,61,4,primary 6,no,yes,no,Company_B,,yes,no,,no,yes,no,yes,no,yes,,no,no
1385,3,VSLA Account,471.87557,District_C,Rural,female,61,4,primary 6,no,yes,no,Company_B,,yes,no,,no,yes,no,yes,no,yes,,no,no
1386,1,Mobile Money,90.311111,District_C,Rural,female,38,6,primary 2,no,yes,no,Company_B,,no,,,no,no,no,no,no,no,,no,no
1386,2,Bank Account,90.311111,District_C,Rural,female,38,6,primary 2,no,yes,no,Company_B,,no,,,no,no,no,no,no,no,,no,no
1386,3,SACCO Account,90.311111,District_C,Rural,female,38,6,primary 2,no,yes,no,Company_B,,no,,,no,no,no,no,no,no,,no,no
1386,4,VSLA Account,90.311111,District_C,Rural,female,38,6,primary 2,no,yes,no,Company_B,,no,,,no,no,no,no,no,no,,no,no
1387,1,Mobile Money,316.69971,District_C,Rural,male,50,6,tvet,no,yes,no,Company_A Company_B,Company_A,yes,,,yes,yes,no,no,no,no,,yes,no
1387,2,SACCO Account,316.69971,District_C,Rural,male,50,6,tvet,no,yes,no,Company_A Company_B,Company_A,yes,,,yes,yes,no,no,no,no,,yes,no
1387,3,VSLA Account,316.69971,District_C,Rural,male,50,6,tvet,no,yes,no,Company_A Company_B,Company_A,yes,,,yes,yes,no,no,no,no,,yes,no
1388,1,Mobile Money,296.20899,District_A,Rural,female,29,3,primary 4,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,yes,no,no,no,yes,,yes,no
1388,2,VSLA Account,296.20899,District_A,Rural,female,29,3,primary 4,no,yes,no,Company_A Company_B,Company_B,yes,no,,no,yes,no,no,no,yes,,yes,no
1389,1,Mobile Money,405.64802,District_C,Rural,female,26,5,secondary 6,no,yes,no,Company_B Company_C,Company_B,no,no,no,yes,yes,no,no,no,yes,,yes,no
1390,1,Mobile Money,592.41799,District_A,Rural,male,31,5,primary 3,no,yes,no,Company_A Company_B Company_C,Company_A,yes,no,no,,,,,,,,,
1390,2,Bank Account,592.41799,District_A,Rural,male,31,5,primary 3,no,yes,no,Company_A Company_B Company_C,Company_A,yes,no,no,,,,,,,,,
1390,3,VSLA Account,592.41799,District_A,Rural,male,31,5,primary 3,no,yes,no,Company_A Company_B Company_C,Company_A,yes,no,no,,,,,,,,,
1391,1,Mobile Money,566.46605,District_A,Urban,female,26,4,secondary 3,no,yes,no,Company_A Company_B,Company_A,no,no,,yes,no,no,no,no,yes,,no,no
1392,1,VSLA Account,132.47642,District_B,Rural,female,27,3,,yes,yes,yes,,,,yes,,no,no,no,,,no,,no,no
1393,1,SACCO Account,987.46685,District_B,Rural,female,68,3,,no,yes,no,,,,,,,,,,,,,,
1393,2,VSLA Account,987.46685,District_B,Rural,female,68,3,,no,yes,no,,,,,,,,,,,,,,
1394,1,Mobile Money,261.47217,District_C,Rural,female,29,2,primary 3,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,no,no
1394,2,SACCO Account,261.47217,District_C,Rural,female,29,2,primary 3,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,no,no
1395,1,None,281.68109,District_C,Rural,female,63,2,primary 4,no,yes,,,,,,,,,,,,,,,
1396,1,Mobile Money,316.57778,District_B,Rural,female,40,7,primary 6,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,yes,no
1396,2,SACCO Account,316.57778,District_B,Rural,female,40,7,primary 6,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,yes,no
1396,3,VSLA Account,316.57778,District_B,Rural,female,40,7,primary 6,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,,yes,no
1397,1,Mobile Money,305.59544,District_B,Rural,male,26,4,primary 6,no,yes,no,Company_A Company_C,Company_A,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,no
1397,2,VSLA Account,305.59544,District_B,Rural,male,26,4,primary 6,no,yes,no,Company_A Company_C,Company_A,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,no
1398,1,Mobile Money,91.961905,District_A,Rural,female,26,3,secondary 6,no,yes,yes,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes
1398,2,SACCO Account,91.961905,District_A,Rural,female,26,3,secondary 6,no,yes,yes,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes
1398,3,VSLA Account,91.961905,District_A,Rural,female,26,3,secondary 6,no,yes,yes,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes
1399,1,SACCO Account,721.12054,District_C,Rural,female,84,2,,no,yes,,,,,,,,,,,,,,,
1400,1,Bank Account,288.02179,District_A,Urban,female,34,5,secondary 2,no,yes,no,,,,,,,,,,,,,,
1401,1,SACCO Account,278.91081,District_C,Rural,female,30,3,primary 6,yes,yes,no,,,,,,no,yes,no,no,no,no,,no,no
1402,1,Mobile Money,491.06808,District_C,Rural,male,21,4,secondary 2,no,yes,no,Company_B,,yes,no,no,no,yes,no,no,no,yes,,yes,no
1403,1,Mobile Money,170.66296,District_A,Urban,male,25,8,university,no,yes,no,Company_A,,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,no
1403,2,Bank Account,170.66296,District_A,Urban,male,25,8,university,no,yes,no,Company_A,,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,no
1403,3,SACCO Account,170.66296,District_A,Urban,male,25,8,university,no,yes,no,Company_A,,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,no
1404,1,Mobile Money,158.28939,District_C,Rural,male,41,5,primary 3,no,yes,no,Company_B,,yes,no,no,no,yes,no,yes,no,yes,,no,no
1404,2,SACCO Account,158.28939,District_C,Rural,male,41,5,primary 3,no,yes,no,Company_B,,yes,no,no,no,yes,no,yes,no,yes,,no,no
1405,1,Mobile Money,849.69907,District_A,Urban,female,45,6,secondary 6,no,yes,no,Company_A,,no,no,,yes,no,yes,yes,no,no,yes,no,no
1405,2,Bank Account,849.69907,District_A,Urban,female,45,6,secondary 6,no,yes,no,Company_A,,no,no,,yes,no,yes,yes,no,no,yes,no,no
1405,3,Online Bank Account,849.69907,District_A,Urban,female,45,6,secondary 6,no,yes,no,Company_A,,no,no,,yes,no,yes,yes,no,no,yes,no,no
1405,4,VSLA Account,849.69907,District_A,Urban,female,45,6,secondary 6,no,yes,no,Company_A,,no,no,,yes,no,yes,yes,no,no,yes,no,no
1406,1,Mobile Money,224.36956,District_B,Rural,female,34,4,primary 4,no,yes,no,Company_C,,yes,,,no,yes,yes,yes,no,yes,,no,no
1406,2,SACCO Account,224.36956,District_B,Rural,female,34,4,primary 4,no,yes,no,Company_C,,yes,,,no,yes,yes,yes,no,yes,,no,no
1407,1,Mobile Money,266.7321,District_A,Rural,male,24,4,secondary 6,no,no,no,Company_A Company_B,Company_A,no,no,,no,yes,no,yes,no,yes,yes,no,no
1407,2,Bank Account,266.7321,District_A,Rural,male,24,4,secondary 6,no,no,no,Company_A Company_B,Company_A,no,no,,no,yes,no,yes,no,yes,yes,no,no
1407,3,SACCO Account,266.7321,District_A,Rural,male,24,4,secondary 6,no,no,no,Company_A Company_B,Company_A,no,no,,no,yes,no,yes,no,yes,yes,no,no
1407,4,VSLA Account,266.7321,District_A,Rural,male,24,4,secondary 6,no,no,no,Company_A Company_B,Company_A,no,no,,no,yes,no,yes,no,yes,yes,no,no
1408,1,Mobile Money,405.64741,District_C,Rural,female,31,4,secondary 3,no,yes,no,Company_B,,no,,,no,yes,no,no,no,yes,,no,no
1408,2,SACCO Account,405.64741,District_C,Rural,female,31,4,secondary 3,no,yes,no,Company_B,,no,,,no,yes,no,no,no,yes,,no,no
1408,3,VSLA Account,405.64741,District_C,Rural,female,31,4,secondary 3,no,yes,no,Company_B,,no,,,no,yes,no,no,no,yes,,no,no
1409,1,Mobile Money,265.27473,District_A,Rural,female,24,3,primary 6,no,yes,no,Company_B Company_C,Company_B,yes,no,,no,yes,no,no,no,yes,,yes,no
1410,1,Mobile Money,254.54647,District_C,Rural,female,74,4,,no,yes,no,Company_A Company_B,Company_A,no,,,no,no,no,yes,no,yes,,no,no
1410,2,SACCO Account,254.54647,District_C,Rural,female,74,4,,no,yes,no,Company_A Company_B,Company_A,no,,,no,no,no,yes,no,yes,,no,no
1410,3,VSLA Account,254.54647,District_C,Rural,female,74,4,,no,yes,no,Company_A Company_B,Company_A,no,,,no,no,no,yes,no,yes,,no,no
1411,1,VSLA Account,112.60705,District_A,Rural,female,28,4,primary 6,yes,yes,,,,,,,no,no,no,no,no,yes,,no,no
1412,1,Mobile Money,1782.7295,District_A,Urban,male,24,4,university,no,no,no,Company_A,,yes,no,,yes,yes,no,yes,no,yes,,yes,no
1412,2,Bank Account,1782.7295,District_A,Urban,male,24,4,university,no,no,no,Company_A,,yes,no,,yes,yes,no,yes,no,yes,,yes,no
1413,1,Mobile Money,230.20552,District_B,Rural,male,47,5,primary 4,no,yes,no,Company_A,,yes,no,,no,yes,no,no,no,yes,,no,no
1413,2,SACCO Account,230.20552,District_B,Rural,male,47,5,primary 4,no,yes,no,Company_A,,yes,no,,no,yes,no,no,no,yes,,no,no
1413,3,VSLA Account,230.20552,District_B,Rural,male,47,5,primary 4,no,yes,no,Company_A,,yes,no,,no,yes,no,no,no,yes,,no,no
1414,1,Mobile Money,597.80248,District_A,Urban,male,57,6,secondary 3,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,yes,no,no,yes,,no,no
1414,2,Bank Account,597.80248,District_A,Urban,male,57,6,secondary 3,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,yes,no,no,yes,,no,no
1414,3,SACCO Account,597.80248,District_A,Urban,male,57,6,secondary 3,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,yes,no,no,yes,,no,no
1414,4,VSLA Account,597.80248,District_A,Urban,male,57,6,secondary 3,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,yes,no,no,yes,,no,no
1415,1,VSLA Account,149.01333,District_C,Rural,female,24,3,primary 6,yes,yes,no,,,,no,,yes,yes,no,no,no,yes,,yes,no
1416,1,VSLA Account,883.95421,District_C,Rural,male,43,7,primary 6,yes,yes,no,,,,,,,,,,,,,,
1417,1,Mobile Money,467.26496,District_A,Urban,female,27,4,secondary 6,no,no,no,Company_A Company_B,Company_A,no,yes,,yes,yes,yes,yes,no,yes,yes,no,yes
1417,2,Bank Account,467.26496,District_A,Urban,female,27,4,secondary 6,no,no,no,Company_A Company_B,Company_A,no,yes,,yes,yes,yes,yes,no,yes,yes,no,yes
1417,3,VSLA Account,467.26496,District_A,Urban,female,27,4,secondary 6,no,no,no,Company_A Company_B,Company_A,no,yes,,yes,yes,yes,yes,no,yes,yes,no,yes
1418,1,None,222.69206,District_A,Rural,female,24,8,primary 6,no,yes,no,,,,,,,,,,,,,,
1419,1,VSLA Account,1780.5102,District_B,Rural,male,61,4,,no,yes,no,,,,,,,,,,,,,,
1420,1,Mobile Money,303.04395,District_C,Rural,female,44,7,primary 6,no,yes,no,Company_A,,yes,no,,no,yes,no,yes,no,yes,,no,yes
1420,2,VSLA Account,303.04395,District_C,Rural,female,44,7,primary 6,no,yes,no,Company_A,,yes,no,,no,yes,no,yes,no,yes,,no,yes
1421,1,Mobile Money,479.93906,District_C,Rural,female,32,6,primary 4,no,yes,no,Company_B,,yes,yes,no,no,yes,no,yes,no,yes,,no,no
1421,2,SACCO Account,479.93906,District_C,Rural,female,32,6,primary 4,no,yes,no,Company_B,,yes,yes,no,no,yes,no,yes,no,yes,,no,no
1421,3,VSLA Account,479.93906,District_C,Rural,female,32,6,primary 4,no,yes,no,Company_B,,yes,yes,no,no,yes,no,yes,no,yes,,no,no
1422,1,Mobile Money,158.28939,District_C,Rural,male,59,2,secondary 4,no,yes,no,Company_A Company_B,Company_B,yes,,,no,yes,no,no,no,yes,,no,no
1422,2,Bank Account,158.28939,District_C,Rural,male,59,2,secondary 4,no,yes,no,Company_A Company_B,Company_B,yes,,,no,yes,no,no,no,yes,,no,no
