hhid,account_num,account_type,weight,district,urban,gender,age,hh_members,highest_grade_completed,mm_account_cancelled,prefer_cash,mm_trust,mm_account_telco,mm_account_telco_main,v234,agent_trust,v236,v237,v238,v240,v241,v242,v243,v244,v245,v246
1422,3,VSLA Account,158.28939,District_C,Rural,male,59,2,secondary 4,no,yes,no,Company_A Company_B,Company_B,yes,,,no,yes,no,no,no,yes,,no,no
1423,1,Mobile Money,516.41537,District_C,Rural,male,28,5,primary 5,no,yes,no,Company_B,,yes,no,,yes,yes,no,yes,no,yes,yes,no,no
1423,2,Bank Account,516.41537,District_C,Rural,male,28,5,primary 5,no,yes,no,Company_B,,yes,no,,yes,yes,no,yes,no,yes,yes,no,no
1423,3,SACCO Account,516.41537,District_C,Rural,male,28,5,primary 5,no,yes,no,Company_B,,yes,no,,yes,yes,no,yes,no,yes,yes,no,no
1424,1,Mobile Money,231.95012,District_B,Rural,female,46,1,secondary 3,no,yes,no,Company_A Company_B,Company_A,no,,,no,yes,no,yes,no,no,,yes,no
1424,2,SACCO Account,231.95012,District_B,Rural,female,46,1,secondary 3,no,yes,no,Company_A Company_B,Company_A,no,,,no,yes,no,yes,no,no,,yes,no
1425,1,Mobile Money,151.46667,District_A,Urban,female,39,3,secondary 2,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,no,no,yes,,no,no
1426,1,Mobile Money,180.51396,District_A,Urban,male,36,6,primary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,yes,no,yes,no,yes,,no,no
1426,2,Bank Account,180.51396,District_A,Urban,male,36,6,primary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,yes,no,yes,no,yes,,no,no
1426,3,VSLA Account,180.51396,District_A,Urban,male,36,6,primary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,yes,no,yes,no,yes,,no,no
1427,1,Mobile Money,152.91837,District_C,Rural,male,48,4,primary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,no,no,yes,no,no,no,yes,,no,no
1427,2,Bank Account,152.91837,District_C,Rural,male,48,4,primary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,no,no,yes,no,no,no,yes,,no,no
1427,3,VSLA Account,152.91837,District_C,Rural,male,48,4,primary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,no,no,yes,no,no,no,yes,,no,no
1428,1,Mobile Money,293.10697,District_B,Rural,male,36,6,,no,yes,no,Company_A,,yes,,,no,yes,no,no,no,yes,,yes,no
1428,2,SACCO Account,293.10697,District_B,Rural,male,36,6,,no,yes,no,Company_A,,yes,,,no,yes,no,no,no,yes,,yes,no
1428,3,VSLA Account,293.10697,District_B,Rural,male,36,6,,no,yes,no,Company_A,,yes,,,no,yes,no,no,no,yes,,yes,no
1429,1,Mobile Money,458.26047,District_C,Rural,male,33,3,tvet,no,yes,no,Company_A Company_B,Company_B,yes,no,no,no,yes,no,no,no,yes,yes,no,no
1429,2,Bank Account,458.26047,District_C,Rural,male,33,3,tvet,no,yes,no,Company_A Company_B,Company_B,yes,no,no,no,yes,no,no,no,yes,yes,no,no
1429,3,SACCO Account,458.26047,District_C,Rural,male,33,3,tvet,no,yes,no,Company_A Company_B,Company_B,yes,no,no,no,yes,no,no,no,yes,yes,no,no
1430,1,None,482.08403,District_B,Rural,male,25,3,primary 3,yes,yes,no,,,,,,no,yes,no,yes,no,no,,no,no
1431,1,Mobile Money,458.26047,District_C,Rural,male,54,5,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,no,no,yes,,no,no
1431,2,SACCO Account,458.26047,District_C,Rural,male,54,5,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,no,no,yes,,no,no
1431,3,VSLA Account,458.26047,District_C,Rural,male,54,5,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,no,no,yes,,no,no
1432,1,Bank Account,755.76665,District_B,Rural,female,51,3,primary 3,no,yes,,,,,,,,,,,,,,,
1432,2,VSLA Account,755.76665,District_B,Rural,female,51,3,primary 3,no,yes,,,,,,,,,,,,,,,
1433,1,Mobile Money,566.05812,District_A,Urban,female,46,10,secondary 3,no,yes,no,Company_A,,yes,no,,yes,yes,no,no,no,yes,,yes,yes
1433,2,VSLA Account,566.05812,District_A,Urban,female,46,10,secondary 3,no,yes,no,Company_A,,yes,no,,yes,yes,no,no,no,yes,,yes,yes
1434,1,VSLA Account,216.38095,District_A,Urban,female,57,2,primary 1,yes,yes,no,,,,,,no,no,no,no,no,yes,,yes,no
1435,1,Mobile Money,266.7321,District_A,Rural,male,28,5,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,no,no,yes,,yes,no
1435,2,Bank Account,266.7321,District_A,Rural,male,28,5,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,no,no,yes,,yes,no
1436,1,Mobile Money,625.85185,District_A,Urban,male,35,4,primary 5,no,yes,no,Company_A,,yes,no,no,yes,yes,no,no,no,yes,,no,no
1436,2,Bank Account,625.85185,District_A,Urban,male,35,4,primary 5,no,yes,no,Company_A,,yes,no,no,yes,yes,no,no,no,yes,,no,no
1437,1,SACCO Account,122.99513,District_C,Rural,female,62,3,,no,yes,no,,,,,,,,,,,,,,
1438,1,SACCO Account,443.38691,District_C,Rural,female,58,3,,no,yes,no,,,,,,,,,,,,,,
1438,2,VSLA Account,443.38691,District_C,Rural,female,58,3,,no,yes,no,,,,,,,,,,,,,,
1439,1,Mobile Money,192.93968,District_A,Urban,female,25,3,primary 5,no,yes,,Company_B,,yes,no,,yes,yes,no,yes,no,yes,,no,no
1440,1,Mobile Money,587.05586,District_C,Rural,female,49,2,primary 6,no,yes,no,Company_B,,yes,no,,yes,yes,no,yes,no,yes,,no,no
1440,2,SACCO Account,587.05586,District_C,Rural,female,49,2,primary 6,no,yes,no,Company_B,,yes,no,,yes,yes,no,yes,no,yes,,no,no
1440,3,VSLA Account,587.05586,District_C,Rural,female,49,2,primary 6,no,yes,no,Company_B,,yes,no,,yes,yes,no,yes,no,yes,,no,no
1441,1,Mobile Money,163.41129,District_A,Urban,female,20,3,primary 6,no,yes,no,Company_A,,yes,yes,,yes,no,no,yes,no,yes,,no,no
1442,1,None,379.00624,District_C,Rural,female,37,4,primary 6,yes,yes,no,,,,no,,yes,no,yes,yes,no,no,,no,no
1443,1,Mobile Money,216.59077,District_B,Rural,male,30,3,primary 3,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,no,no,no,yes,,yes,no
1444,1,None,344.48835,District_C,Rural,male,43,7,,no,yes,no,,,,,,,,,,,,,,
1445,1,Mobile Money,1952.838,District_A,Rural,male,37,4,primary 1,no,yes,no,Company_A Company_B,Company_A,-97,no,no,yes,yes,yes,no,no,yes,,no,no
1445,2,Bank Account,1952.838,District_A,Rural,male,37,4,primary 1,no,yes,no,Company_A Company_B,Company_A,-97,no,no,yes,yes,yes,no,no,yes,,no,no
1446,1,Mobile Money,222.27674,District_A,Rural,male,25,5,secondary 3,no,yes,no,Company_A Company_B,Company_B,yes,,,yes,yes,no,yes,no,yes,,no,no
1446,2,Bank Account,222.27674,District_A,Rural,male,25,5,secondary 3,no,yes,no,Company_A Company_B,Company_B,yes,,,yes,yes,no,yes,no,yes,,no,no
1446,3,SACCO Account,222.27674,District_A,Rural,male,25,5,secondary 3,no,yes,no,Company_A Company_B,Company_B,yes,,,yes,yes,no,yes,no,yes,,no,no
1446,4,VSLA Account,222.27674,District_A,Rural,male,25,5,secondary 3,no,yes,no,Company_A Company_B,Company_B,yes,,,yes,yes,no,yes,no,yes,,no,no
1447,1,Mobile Money,443.20889,District_B,Rural,male,45,6,primary 6,no,yes,no,Company_A,,yes,no,no,no,no,no,no,no,no,,no,no
1447,2,SACCO Account,443.20889,District_B,Rural,male,45,6,primary 6,no,yes,no,Company_A,,yes,no,no,no,no,no,no,no,no,,no,no
1447,3,VSLA Account,443.20889,District_B,Rural,male,45,6,primary 6,no,yes,no,Company_A,,yes,no,no,no,no,no,no,no,no,,no,no
1448,1,VSLA Account,892.74821,District_B,Rural,female,26,5,primary 6,no,yes,,,,,,,,,,,,,,,
1449,1,Mobile Money,1056.5347,District_B,Rural,male,32,5,primary 3,no,yes,no,Company_A Company_C,Company_A,yes,no,,no,yes,no,no,yes,yes,,no,no
1449,2,VSLA Account,1056.5347,District_B,Rural,male,32,5,primary 3,no,yes,no,Company_A Company_C,Company_A,yes,no,,no,yes,no,no,yes,yes,,no,no
1450,1,None,723.12605,District_B,Rural,female,18,4,primary 3,yes,yes,no,,,,no,,no,no,no,no,no,no,,no,no
1451,1,Mobile Money,224.36956,District_B,Rural,female,22,2,primary 6,no,yes,no,Company_C,,yes,no,,no,yes,yes,yes,no,yes,yes,no,no
1452,1,Mobile Money,170.7037,District_B,Rural,male,39,5,primary 6,no,yes,no,Company_A,,yes,no,,no,yes,no,no,no,no,,no,no
1452,2,SACCO Account,170.7037,District_B,Rural,male,39,5,primary 6,no,yes,no,Company_A,,yes,no,,no,yes,no,no,no,no,,no,no
1452,3,VSLA Account,170.7037,District_B,Rural,male,39,5,primary 6,no,yes,no,Company_A,,yes,no,,no,yes,no,no,no,no,,no,no
1453,1,Mobile Money,140.64762,District_A,Rural,male,33,2,university,no,yes,yes,Company_A,,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no
1453,2,Bank Account,140.64762,District_A,Rural,male,33,2,university,no,yes,yes,Company_A,,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no
1454,1,Mobile Money,216.98201,District_A,Rural,male,36,3,primary 2,no,no,no,Company_A Company_B,Company_B,yes,no,no,no,yes,no,yes,no,yes,,yes,no
1454,2,Bank Account,216.98201,District_A,Rural,male,36,3,primary 2,no,no,no,Company_A Company_B,Company_B,yes,no,no,no,yes,no,yes,no,yes,,yes,no
1454,3,VSLA Account,216.98201,District_A,Rural,male,36,3,primary 2,no,no,no,Company_A Company_B,Company_B,yes,no,no,no,yes,no,yes,no,yes,,yes,no
1455,1,Mobile Money,70.32381,District_A,Rural,male,48,1,university,no,yes,no,Company_A,,,no,,no,no,no,no,no,yes,,no,no
1455,2,Bank Account,70.32381,District_A,Rural,male,48,1,university,no,yes,no,Company_A,,,no,,no,no,no,no,no,yes,,no,no
1455,3,VSLA Account,70.32381,District_A,Rural,male,48,1,university,no,yes,no,Company_A,,,no,,no,no,no,no,no,yes,,no,no
1456,1,Mobile Money,823.89436,District_C,Rural,female,24,9,primary 6,no,yes,no,Company_B Company_C,Company_B,no,no,no,yes,yes,yes,yes,no,yes,,no,no
1456,2,SACCO Account,823.89436,District_C,Rural,female,24,9,primary 6,no,yes,no,Company_B Company_C,Company_B,no,no,no,yes,yes,yes,yes,no,yes,,no,no
1456,3,VSLA Account,823.89436,District_C,Rural,female,24,9,primary 6,no,yes,no,Company_B Company_C,Company_B,no,no,no,yes,yes,yes,yes,no,yes,,no,no
1457,1,Mobile Money,324.57143,District_A,Urban,male,52,5,primary 6,no,yes,no,Company_A Company_B,Company_B,,no,yes,no,yes,no,yes,no,yes,,no,no
1458,1,Mobile Money,314.5837,District_C,Rural,female,30,4,secondary 5,no,yes,no,Company_A Company_B,Company_B,yes,,,no,no,no,no,no,yes,,no,no
1458,2,Bank Account,314.5837,District_C,Rural,female,30,4,secondary 5,no,yes,no,Company_A Company_B,Company_B,yes,,,no,no,no,no,no,yes,,no,no
1458,3,SACCO Account,314.5837,District_C,Rural,female,30,4,secondary 5,no,yes,no,Company_A Company_B,Company_B,yes,,,no,no,no,no,no,yes,,no,no
1458,4,VSLA Account,314.5837,District_C,Rural,female,30,4,secondary 5,no,yes,no,Company_A Company_B,Company_B,yes,,,no,no,no,no,no,yes,,no,no
1459,1,SACCO Account,2179.59,District_B,Rural,male,46,7,primary 6,yes,yes,no,,,,,,no,no,no,,,no,,no,no
1459,2,VSLA Account,2179.59,District_B,Rural,male,46,7,primary 6,yes,yes,no,,,,,,no,no,no,,,no,,no,no
1460,1,Mobile Money,85.550617,District_A,Rural,male,29,3,primary 3,no,yes,no,Company_B,,no,,,no,no,no,yes,no,yes,,no,no
1461,1,Mobile Money,380.4451,District_B,Rural,female,26,3,primary 6,no,yes,yes,Company_A,,no,yes,no,no,no,yes,yes,no,no,,no,yes
1462,1,Mobile Money,385.32741,District_C,Rural,male,27,4,secondary 2,no,yes,no,Company_B,Company_B,yes,no,no,no,yes,no,yes,no,yes,,yes,no
1462,2,Bank Account,385.32741,District_C,Rural,male,27,4,secondary 2,no,yes,no,Company_B,Company_B,yes,no,no,no,yes,no,yes,no,yes,,yes,no
1462,3,SACCO Account,385.32741,District_C,Rural,male,27,4,secondary 2,no,yes,no,Company_B,Company_B,yes,no,no,no,yes,no,yes,no,yes,,yes,no
1463,1,Mobile Money,196.93931,District_C,Rural,male,37,5,primary 5,no,yes,no,Company_B,,yes,no,,yes,yes,no,no,no,no,,no,no
1463,2,SACCO Account,196.93931,District_C,Rural,male,37,5,primary 5,no,yes,no,Company_B,,yes,no,,yes,yes,no,no,no,no,,no,no
1463,3,VSLA Account,196.93931,District_C,Rural,male,37,5,primary 5,no,yes,no,Company_B,,yes,no,,yes,yes,no,no,no,no,,no,no
1464,1,None,179.47305,District_C,Rural,female,27,2,primary 5,no,yes,no,,,,,,,,,,,,,,
1465,1,SACCO Account,185.88798,District_B,Rural,female,24,2,primary 2,yes,yes,no,,,,no,,yes,yes,yes,yes,no,no,,no,no
1465,2,VSLA Account,185.88798,District_B,Rural,female,24,2,primary 2,yes,yes,no,,,,no,,yes,yes,yes,yes,no,no,,no,no
1466,1,VSLA Account,478.85197,District_C,Rural,female,40,5,secondary 4,yes,yes,no,,,,,,,,,,,,,,
1467,1,Mobile Money,609.2127,District_B,Rural,female,18,3,secondary 1,no,yes,no,Company_B,,no,,,yes,yes,yes,no,no,yes,yes,no,no
1468,1,None,59.073857,District_A,Rural,female,81,2,primary 2,no,no,-97,,,,,,,,,,,,,,
1469,1,Mobile Money,211.1408,District_B,Rural,male,55,5,primary 4,no,yes,no,Company_A,,no,no,,yes,no,no,yes,no,no,,no,no
1469,2,SACCO Account,211.1408,District_B,Rural,male,55,5,primary 4,no,yes,no,Company_A,,no,no,,yes,no,no,yes,no,no,,no,no
1469,3,VSLA Account,211.1408,District_B,Rural,male,55,5,primary 4,no,yes,no,Company_A,,no,no,,yes,no,no,yes,no,no,,no,no
1470,1,Mobile Money,528.26736,District_B,Rural,male,35,5,primary 1,no,yes,no,Company_A Company_C,Company_A,yes,yes,,no,yes,no,no,no,yes,,no,no
1470,2,VSLA Account,528.26736,District_B,Rural,male,35,5,primary 1,no,yes,no,Company_A Company_C,Company_A,yes,yes,,no,yes,no,no,no,yes,,no,no
1471,1,VSLA Account,317.59354,District_B,Rural,male,35,6,primary 4,yes,yes,no,,,,no,,no,yes,no,no,no,no,,no,no
1472,1,SACCO Account,281.17003,District_B,Rural,female,53,5,,yes,yes,no,,,,no,,no,yes,no,no,no,yes,,no,no
1472,2,VSLA Account,281.17003,District_B,Rural,female,53,5,,yes,yes,no,,,,no,,no,yes,no,no,no,yes,,no,no
1473,1,None,879.35698,District_B,Rural,male,20,8,secondary 4,no,yes,no,,,,,,,,,,,,,,
1474,1,Mobile Money,296.20899,District_A,Rural,male,38,1,primary 5,no,yes,no,Company_A,,yes,no,no,no,yes,yes,no,,yes,yes,no,no
1474,2,Bank Account,296.20899,District_A,Rural,male,38,1,primary 5,no,yes,no,Company_A,,yes,no,no,no,yes,yes,no,,yes,yes,no,no
1474,3,VSLA Account,296.20899,District_A,Rural,male,38,1,primary 5,no,yes,no,Company_A,,yes,no,no,no,yes,yes,no,,yes,yes,no,no
1475,1,Mobile Money,745.42659,District_C,Rural,female,34,3,primary 6,no,yes,no,Company_A Company_B,Company_A,no,no,,no,yes,no,no,no,yes,,yes,no
1476,1,VSLA Account,3606.8713,District_C,Rural,female,36,6,primary 3,no,yes,no,,,,,,,,,,,,,,
1477,1,VSLA Account,755.72364,District_B,Rural,female,31,4,primary 5,no,yes,no,,,,,,,,,,,,,,
1478,1,None,352.29445,District_C,Rural,female,48,9,primary 4,yes,yes,,,,,,,no,no,no,no,,no,,no,no
1479,1,Mobile Money,591.38428,District_C,Rural,male,58,6,primary 5,no,yes,no,Company_A,,yes,,,yes,yes,no,yes,no,yes,,no,no
1479,2,SACCO Account,591.38428,District_C,Rural,male,58,6,primary 5,no,yes,no,Company_A,,yes,,,yes,yes,no,yes,no,yes,,no,no
1479,3,VSLA Account,591.38428,District_C,Rural,male,58,6,primary 5,no,yes,no,Company_A,,yes,,,yes,yes,no,yes,no,yes,,no,no
1480,1,Mobile Money,652.80524,District_B,Rural,male,42,6,primary 2,no,yes,no,Company_A,,yes,,no,yes,no,yes,yes,no,no,yes,no,yes
1480,2,VSLA Account,652.80524,District_B,Rural,male,42,6,primary 2,no,yes,no,Company_A,,yes,,no,yes,no,yes,yes,no,no,yes,no,yes
1481,1,Mobile Money,618.618,District_C,Rural,female,31,4,primary 3,no,yes,no,Company_A,,yes,no,no,yes,no,no,no,no,yes,,no,no
1481,2,VSLA Account,618.618,District_C,Rural,female,31,4,primary 3,no,yes,no,Company_A,,yes,no,no,yes,no,no,no,no,yes,,no,no
1482,1,Mobile Money,265.27473,District_A,Rural,female,20,3,primary 5,no,yes,no,Company_B,,yes,,,yes,yes,no,yes,no,no,yes,no,yes
1483,1,None,892.74821,District_B,Rural,female,31,4,,no,no,yes,,,,,,,,,,,,,,
1484,1,SACCO Account,656.27708,District_C,Rural,female,36,5,primary 4,yes,yes,no,,,,,,no,yes,no,no,no,no,,no,no
1485,1,Mobile Money,383.82222,District_C,Rural,male,35,7,primary 5,no,yes,no,Company_B,,yes,no,,no,yes,no,yes,no,yes,,no,no
1485,2,SACCO Account,383.82222,District_C,Rural,male,35,7,primary 5,no,yes,no,Company_B,,yes,no,,no,yes,no,yes,no,yes,,no,no
1485,3,VSLA Account,383.82222,District_C,Rural,male,35,7,primary 5,no,yes,no,Company_B,,yes,no,,no,yes,no,yes,no,yes,,no,no
1486,1,None,1709.419,District_B,Rural,female,63,4,,no,yes,,,,,,,,,,,,,,,
1487,1,Mobile Money,291.88889,District_A,Urban,female,30,4,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,no,no,yes,no,yes,no,yes,,no,no
1488,1,None,664.69214,District_B,Rural,female,38,7,,yes,yes,no,,,,,,no,no,no,no,no,yes,yes,no,no
1489,1,None,179.30268,District_A,Rural,male,31,4,primary 2,no,yes,no,,,,,,,,,,,,,,
1490,1,Mobile Money,887.3314,District_A,Urban,male,26,5,secondary 6,no,yes,no,Company_A Company_B,Company_A,,,yes,yes,yes,yes,yes,no,yes,,no,no
1490,2,Bank Account,887.3314,District_A,Urban,male,26,5,secondary 6,no,yes,no,Company_A Company_B,Company_A,,,yes,yes,yes,yes,yes,no,yes,,no,no
1490,3,VSLA Account,887.3314,District_A,Urban,male,26,5,secondary 6,no,yes,no,Company_A Company_B,Company_A,,,yes,yes,yes,yes,yes,no,yes,,no,no
1491,1,Mobile Money,90.25698,District_A,Urban,male,25,1,university,no,no,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,no,yes,no,yes,,yes,no
1491,2,Bank Account,90.25698,District_A,Urban,male,25,1,university,no,no,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,no,yes,no,yes,,yes,no
1492,1,Mobile Money,1273.6969,District_A,Urban,female,24,9,university,no,yes,yes,Company_A,,,,,yes,no,no,yes,no,no,,no,no
1492,2,Bank Account,1273.6969,District_A,Urban,female,24,9,university,no,yes,yes,Company_A,,,,,yes,no,no,yes,no,no,,no,no
1493,1,SACCO Account,270.93333,District_C,Rural,female,80,2,primary 5,no,yes,no,,,,,,,,,,,,,,
1493,2,VSLA Account,270.93333,District_C,Rural,female,80,2,primary 5,no,yes,no,,,,,,,,,,,,,,
1494,1,Mobile Money,211.1408,District_B,Rural,male,28,4,primary 2,no,,yes,Company_A,,yes,,,yes,no,yes,no,no,no,,no,no
1494,2,VSLA Account,211.1408,District_B,Rural,male,28,4,primary 2,no,,yes,Company_A,,yes,,,yes,no,yes,no,no,no,,no,no
1495,1,Mobile Money,995.21368,District_A,Urban,male,22,11,,no,yes,no,Company_B,,yes,no,,yes,yes,yes,yes,no,yes,yes,no,no
1495,2,VSLA Account,995.21368,District_A,Urban,male,22,11,,no,yes,no,Company_B,,yes,no,,yes,yes,yes,yes,no,yes,yes,no,no
1496,1,Mobile Money,522.94434,District_C,Rural,male,34,4,primary 3,no,yes,no,Company_B,,yes,no,,yes,yes,yes,yes,no,yes,,no,no
1496,2,Bank Account,522.94434,District_C,Rural,male,34,4,primary 3,no,yes,no,Company_B,,yes,no,,yes,yes,yes,yes,no,yes,,no,no
1496,3,SACCO Account,522.94434,District_C,Rural,male,34,4,primary 3,no,yes,no,Company_B,,yes,no,,yes,yes,yes,yes,no,yes,,no,no
1497,1,Mobile Money,151.73663,District_B,Rural,female,45,7,,no,yes,no,Company_A Company_B,Company_A,yes,,,yes,yes,no,no,no,yes,,no,no
1498,1,Mobile Money,247.94982,District_C,Rural,male,34,4,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,no,no,yes,no,yes,,no,no
1498,2,SACCO Account,247.94982,District_C,Rural,male,34,4,secondary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,no,no,yes,no,yes,,no,no
1499,1,SACCO Account,289.37377,District_B,Rural,male,30,4,primary 3,no,yes,no,,,,,,,,,,,,,,
1499,2,VSLA Account,289.37377,District_B,Rural,male,30,4,primary 3,no,yes,no,,,,,,,,,,,,,,
1500,1,Mobile Money,583.77778,District_A,Urban,male,43,9,secondary 4,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,no,yes,,no,no
1500,2,Bank Account,583.77778,District_A,Urban,male,43,9,secondary 4,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,no,yes,,no,no
1500,3,VSLA Account,583.77778,District_A,Urban,male,43,9,secondary 4,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,no,yes,,no,no
1501,1,Mobile Money,108.49101,District_A,Rural,female,31,3,primary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,no,yes,no,yes,,no,no
1501,2,Bank Account,108.49101,District_A,Rural,female,31,3,primary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,no,yes,no,yes,,no,no
1501,3,SACCO Account,108.49101,District_A,Rural,female,31,3,primary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,no,yes,no,yes,,no,no
1502,1,Mobile Money,625.23394,District_B,Rural,male,40,7,primary 5,no,yes,no,Company_B,,yes,,,no,yes,yes,no,no,no,,no,no
1502,2,VSLA Account,625.23394,District_B,Rural,male,40,7,primary 5,no,yes,no,Company_B,,yes,,,no,yes,yes,no,no,no,,no,no
1503,1,SACCO Account,2066.0697,District_B,Rural,female,72,5,primary 1,no,yes,,,,,,,,,,,,,,,
1504,1,Mobile Money,388.13226,District_B,Rural,female,55,7,secondary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,no,yes,yes,no,yes,yes,yes,no
1504,2,Bank Account,388.13226,District_B,Rural,female,55,7,secondary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,no,yes,yes,no,yes,yes,yes,no
1504,3,SACCO Account,388.13226,District_B,Rural,female,55,7,secondary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,no,yes,yes,no,yes,yes,yes,no
1504,4,VSLA Account,388.13226,District_B,Rural,female,55,7,secondary 5,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,no,yes,yes,no,yes,yes,yes,no
1505,1,SACCO Account,314.5837,District_C,Rural,female,26,3,secondary 2,yes,yes,no,,,,,,no,yes,no,no,no,no,,no,no
1505,2,VSLA Account,314.5837,District_C,Rural,female,26,3,secondary 2,yes,yes,no,,,,,,no,yes,no,no,no,no,,no,no
1506,1,Mobile Money,227.62563,District_B,Rural,female,35,6,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,yes,yes,no,no,,no,no
1506,2,VSLA Account,227.62563,District_B,Rural,female,35,6,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,yes,yes,no,no,,no,no
1507,1,Mobile Money,317.89512,District_C,Urban,female,24,3,secondary 6,no,yes,no,Company_A Company_B,Company_B,yes,yes,no,no,yes,no,no,yes,yes,,yes,no
1507,2,Bank Account,317.89512,District_C,Urban,female,24,3,secondary 6,no,yes,no,Company_A Company_B,Company_B,yes,yes,no,no,yes,no,no,yes,yes,,yes,no
1507,3,VSLA Account,317.89512,District_C,Urban,female,24,3,secondary 6,no,yes,no,Company_A Company_B,Company_B,yes,yes,no,no,yes,no,no,yes,yes,,yes,no
1508,1,Mobile Money,159.97968,District_C,Rural,female,69,4,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,yes,no,yes,,no,no
1508,2,SACCO Account,159.97968,District_C,Rural,female,69,4,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,yes,no,yes,,no,no
1509,1,Mobile Money,390.51393,District_B,Rural,male,63,4,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,yes,no,no,no,yes,,no,no
